City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Cherskiy,RU,68.75,161.3,-39.68,100,74,0.98,broken clouds
351,Messina,IT,38.1933,15.5497,56.57,78,40,1.99,scattered clouds
352,Namibe,AO,-15.1961,12.1522,69.13,73,40,3.94,scattered clouds
353,Hamilton,US,39.1834,-84.5333,40.98,70,1,1.01,clear sky
354,Canmore,CA,51.0834,-115.3521,21.31,79,70,4.61,broken clouds
355,Lembang,ID,-6.8117,107.6175,69.87,77,99,5.23,overcast clouds
356,San Jose,US,37.3394,-121.895,54.75,100,75,5.75,mist
357,Znamenskoye,RU,57.1281,73.8282,33.55,88,100,13.06,overcast clouds
358,Kuytun,RU,54.3419,101.5036,20.43,78,97,10.38,overcast clouds
359,Mackay,AU,-21.15,149.2,91.69,66,0,13.8,clear sky
360,Warwick,US,41.7001,-71.4162,44.94,80,84,1.01,broken clouds
361,Cururupu,BR,-1.8283,-44.8683,75.02,97,94,2.86,overcast clouds
362,Port Macquarie,AU,-31.4333,152.9167,69.76,75,100,11.68,overcast clouds
363,Muvattupula,IN,9.9667,76.5833,82.15,74,22,0.6,few clouds
364,Ola,RU,59.5833,151.2833,-15.86,92,98,9.53,overcast clouds
365,Touros,BR,-5.1989,-35.4608,79.7,82,17,12.44,few clouds
366,Emerald,AU,-23.5333,148.1667,87.94,58,40,3.44,scattered clouds
367,Tricase,IT,39.9304,18.3553,42.15,70,6,10.4,clear sky
368,Jiazi,CN,22.8779,116.067,68.47,46,6,13.65,clear sky
369,Meulaboh,ID,4.1363,96.1285,83.64,70,52,3.22,broken clouds
370,Ondjiva,AO,-17.0667,15.7333,69.6,69,100,3.96,overcast clouds
371,Tiksi,RU,71.6872,128.8694,-18.4,92,100,0.47,overcast clouds
372,Aquin,HT,18.2833,-73.4,76.48,81,94,1.92,overcast clouds
373,Bayir,TR,37.2687,28.2167,48.72,97,100,1.41,overcast clouds
374,Tulare,US,36.2666,-118.8009,41.76,46,0,4.74,clear sky
375,Verkhnevilyuysk,RU,63.4453,120.3167,4.96,88,93,8.34,overcast clouds
376,Timra,SE,62.487,17.3257,16.68,73,90,11.5,light snow
377,Katherine,AU,-14.4667,132.2667,100.72,34,40,10.36,scattered clouds
378,Muros,ES,42.7762,-9.0603,54.23,95,94,16.46,overcast clouds
379,Tocopilla,CL,-22.092,-70.1979,67.28,68,18,3.2,few clouds
380,Dingle,PH,10.9995,122.6711,79.77,77,87,14.81,overcast clouds
381,Balurghat,IN,25.2167,88.7667,76.57,54,51,5.61,broken clouds
382,Soria,ES,41.6667,-2.6667,37.0,85,52,19.08,broken clouds
383,Sheridan,US,44.8333,-106.9173,57.38,29,84,18.14,broken clouds
384,Buritizeiro,BR,-17.3511,-44.9622,72.45,81,99,3.44,overcast clouds
385,Biltine,TD,14.5333,20.9167,72.75,18,2,8.03,clear sky
386,Truro,GB,50.2653,-5.0544,45.68,76,40,31.07,scattered clouds
387,Taitung,TW,22.7583,121.1444,75.47,50,75,5.75,broken clouds
388,San Cristobal,VE,7.7669,-72.225,69.98,80,96,2.06,overcast clouds
389,Vostok,RU,46.4856,135.8833,15.8,72,59,4.74,broken clouds
390,Baker City,US,44.7749,-117.8344,44.64,93,90,0.0,overcast clouds
391,Yasothon,TH,15.75,104.1333,75.97,46,9,17.52,clear sky
392,Ballina,AU,-28.8667,153.5667,71.56,86,75,19.57,light rain
393,Ghatanji,IN,20.1333,78.3167,73.47,59,0,9.13,clear sky
394,Greencastle,US,39.6445,-86.8647,37.51,69,1,5.75,clear sky
395,Chepareria,KE,1.3077,35.2039,60.04,75,18,4.52,few clouds
396,Roma,US,43.2128,-75.4557,37.26,90,90,13.8,light snow
397,Skegness,GB,53.1436,0.3363,41.34,80,98,22.03,light rain
398,Ayolas,PY,-27.4,-56.9,71.73,68,45,6.29,scattered clouds
399,Jalu,LY,29.0331,21.5482,54.09,77,0,9.64,clear sky
400,Pishin,PK,30.5803,66.9961,46.47,71,5,1.16,clear sky
401,Bengkulu,ID,-3.8004,102.2655,78.46,83,100,8.41,overcast clouds
402,Kholtoson,RU,50.2981,103.3097,23.13,52,2,6.11,clear sky
403,Sambava,MG,-14.2667,50.1667,77.77,81,29,8.41,light rain
404,Liling,CN,27.6667,113.5,60.69,35,3,0.76,clear sky
405,Kijang,KR,35.2442,129.2139,47.93,54,5,1.54,clear sky
406,Beringovskiy,RU,63.05,179.3167,31.35,99,100,25.39,snow
407,Yulara,AU,-25.2406,130.9889,82.24,26,80,28.77,broken clouds
408,Celestun,MX,20.8667,-90.4,73.22,76,4,12.44,clear sky
409,Trzebnica,PL,51.3108,17.0633,34.29,89,100,7.87,light snow
410,Plettenberg Bay,ZA,-34.0527,23.3716,63.25,96,100,12.48,overcast clouds
411,Stromness,GB,58.965,-3.296,42.76,58,88,28.66,overcast clouds
412,Dali,CN,25.7,100.1833,59.25,61,20,1.66,few clouds
413,Pacifica,US,37.6138,-122.4869,54.61,86,75,4.0,broken clouds
414,Linhares,BR,-19.3911,-40.0722,68.43,92,16,3.11,few clouds
415,Buturlino,RU,55.5667,44.8974,24.53,81,90,9.53,overcast clouds
416,Bay-Khaak,RU,51.1667,94.5,4.57,90,61,0.94,broken clouds
417,Vestmanna,FO,62.1564,-7.1664,34.72,64,20,9.22,few clouds
418,Wewak,PG,-3.5534,143.6268,85.37,70,100,12.35,light rain
419,Dunedin,NZ,-45.8742,170.5036,52.03,93,100,15.84,light rain
420,Abu Kamal,SY,34.4506,40.9171,54.23,37,100,9.71,overcast clouds
421,Polunochnoye,RU,60.8697,60.4153,-2.6,96,100,6.26,overcast clouds
422,Kananga,CD,-5.8958,22.4178,66.38,98,100,2.06,overcast clouds
423,Labytnangi,RU,66.6572,66.4183,-29.07,98,8,4.5,clear sky
424,Cheney,US,47.4874,-117.5758,37.99,93,90,0.0,light snow
425,Kharan,PK,28.5833,65.4167,59.36,43,3,7.05,clear sky
426,Mogadishu,SO,2.0371,45.3438,79.63,73,95,16.35,overcast clouds
427,Quime,BO,-16.9833,-67.2167,51.3,95,100,3.42,overcast clouds
428,Semenivka,UA,52.1783,32.5818,26.4,94,100,6.64,overcast clouds
429,Pittsburg,US,38.028,-121.8847,54.19,92,90,1.99,mist
430,Mandalgovi,MN,45.7625,106.2708,29.12,37,24,20.45,few clouds
431,Fairbanks,US,64.8378,-147.7164,-7.69,73,90,0.0,light snow
432,Davila,PH,18.4726,120.5763,80.58,66,66,23.13,broken clouds
433,Saint-Augustin,CA,51.226,-58.6502,20.17,63,17,15.84,few clouds
434,Manyana,BW,-23.4,21.7167,66.99,67,100,8.03,overcast clouds
435,Abu Samrah,SY,35.3029,37.1841,53.37,45,100,7.02,overcast clouds
436,Tessalit,ML,20.1986,1.0114,62.71,17,100,8.84,overcast clouds
437,Gizo,SB,-8.103,156.8419,84.38,73,99,5.46,overcast clouds
438,Kirakira,SB,-10.4544,161.9205,85.24,72,84,1.81,broken clouds
439,Scituate,US,42.1959,-70.7259,42.64,74,90,1.99,overcast clouds
440,Najran,SA,17.4924,44.1277,48.85,36,0,1.63,clear sky
441,Luderitz,NA,-26.6481,15.1594,58.35,89,4,4.88,clear sky
442,Necochea,AR,-38.5473,-58.7368,54.03,88,100,5.57,light rain
443,Hammerfest,NO,70.6634,23.6821,18.05,67,0,4.61,clear sky
444,Provideniya,RU,64.3833,-173.3,28.17,96,100,27.56,snow
445,Sechelt,CA,49.4664,-123.7694,41.0,85,100,10.13,overcast clouds
446,Tabuk,PH,17.4189,121.4443,73.78,76,84,6.6,broken clouds
447,Nadym,RU,65.5333,72.5167,-28.82,100,93,1.92,overcast clouds
448,Khandagayty,RU,50.7333,92.05,12.61,89,29,1.5,scattered clouds
449,Llanes,ES,43.4198,-4.7549,49.89,85,100,30.22,light rain
450,Pangody,RU,65.85,74.4859,-31.65,100,52,1.45,broken clouds
451,Marzuq,YE,14.4,46.4667,60.49,32,0,1.43,clear sky
452,Moindou,NC,-21.6924,165.677,84.15,65,50,7.2,scattered clouds
453,Kirensk,RU,57.7853,108.1119,21.22,81,100,14.38,overcast clouds
454,Batagay,RU,67.6333,134.6333,-22.04,97,100,3.36,overcast clouds
455,Pangai,TO,-19.8,-174.35,84.31,74,40,12.66,light rain
456,Ternate,ID,0.8,127.4,80.19,84,100,10.94,overcast clouds
457,Tres Picos,MX,15.8667,-93.5333,77.23,75,0,4.88,clear sky
458,Coos Bay,US,43.3665,-124.2179,54.0,88,90,6.91,overcast clouds
459,Camacha,PT,33.0833,-16.3333,61.56,59,75,12.66,broken clouds
460,Kahului,US,20.8947,-156.47,71.62,81,75,8.05,light rain
461,Vao,NC,-22.6667,167.4833,76.87,85,100,17.67,overcast clouds
462,Mus,TR,39.0,41.75,29.19,81,100,4.23,overcast clouds
463,Isangel,VU,-19.55,169.2667,80.71,94,75,12.66,broken clouds
464,Flinders,AU,-34.5833,150.8552,66.38,64,95,12.12,overcast clouds
465,Gouvy,BE,50.186,5.9392,36.66,100,84,13.35,broken clouds
466,Nyurba,RU,63.2842,118.3319,4.41,86,99,10.67,overcast clouds
467,Sokolskoye,RU,57.1412,43.1589,14.05,88,90,9.17,overcast clouds
468,Myaundzha,RU,63.0494,147.1858,-45.31,99,67,2.06,broken clouds
469,Darhan,MN,49.4867,105.9228,20.19,73,98,1.34,overcast clouds
470,Kununurra,AU,-15.7667,128.7333,105.78,29,100,12.66,overcast clouds
471,Terrace,CA,54.5163,-128.6035,28.31,93,20,3.44,few clouds
472,Novoukrainskiy,RU,44.8969,38.0522,53.85,84,100,16.75,overcast clouds
473,Nhulunbuy,AU,-12.2333,136.7667,90.21,62,75,9.22,broken clouds
474,Bixby,US,35.942,-95.8833,59.95,89,90,0.0,mist
475,Karsun,RU,54.1994,46.9827,26.2,86,62,8.34,broken clouds
476,Wahiawa,US,21.5028,-158.0236,70.12,75,90,6.91,light intensity drizzle
477,Berlevag,NO,70.8578,29.0864,16.83,83,63,23.04,broken clouds
478,Gamba,GA,-2.65,10.0,77.0,92,100,5.64,overcast clouds
479,Wyndham,US,37.6985,-77.6125,45.46,86,1,0.0,clear sky
480,Sukhumi,GE,43.0033,41.0153,53.15,55,100,4.5,overcast clouds
481,Turkistan,KZ,43.0,68.0,42.75,51,100,5.93,overcast clouds
482,Antofagasta,CL,-23.65,-70.4,61.88,73,35,1.95,scattered clouds
483,Esfahan,IR,32.6572,51.6776,26.24,34,8,0.92,clear sky
484,Lappeenranta,FI,61.0587,28.1887,5.05,78,40,12.66,light snow
485,Hambantota,LK,6.1241,81.1185,80.94,100,20,2.3,few clouds
486,Lavrentiya,RU,65.5833,-171.0,24.66,96,100,19.26,snow
487,Kieta,PG,-6.2167,155.6333,83.46,79,100,2.51,moderate rain
488,Lewiston,US,44.1003,-70.2148,35.31,87,75,0.0,broken clouds
489,Rehoboth,NA,-23.3167,17.0833,52.79,44,0,7.07,clear sky
490,Ilo,PE,-17.6394,-71.3375,67.14,84,100,6.4,overcast clouds
491,Benjamin Aceval,PY,-24.9667,-57.5667,80.74,49,75,4.72,broken clouds
492,Halifax,CA,44.6453,-63.5724,28.45,83,64,2.3,broken clouds
493,Villamartin,ES,36.8598,-5.6449,56.01,86,65,3.71,broken clouds
494,Urbino,IT,43.7298,12.6356,51.48,79,55,14.67,broken clouds
495,Arki,IN,31.15,76.9667,60.98,45,53,3.18,broken clouds
496,Houma,US,29.5958,-90.7195,64.4,97,0,3.87,clear sky
497,Takoradi,GH,4.8845,-1.7554,79.2,82,99,4.47,light rain
498,Boras,SE,57.721,12.9401,25.83,87,99,11.5,overcast clouds
499,Port Lincoln,AU,-34.7333,135.8667,65.23,59,100,9.55,overcast clouds
500,Pathein,MM,16.7833,94.7333,81.32,64,46,9.71,scattered clouds
501,Udachnyy,RU,66.4167,112.4,-24.56,74,94,20.0,overcast clouds
502,Ponta Do Sol,PT,32.6667,-17.1,65.03,68,93,9.31,overcast clouds
503,Kantunilkin,MX,21.0917,-87.45,72.95,95,0,2.44,clear sky
504,Yaan,NG,7.3833,8.5667,76.39,34,100,2.28,overcast clouds
505,Northam,GB,51.0333,-4.2167,45.39,67,93,28.86,overcast clouds
506,Nouadhibou,MR,20.931,-17.0347,64.38,77,100,12.66,overcast clouds
507,San Vicente,AR,-26.6167,-54.1333,69.37,57,73,0.96,broken clouds
508,Maymyo,MM,22.0333,96.4667,68.9,64,68,2.39,broken clouds
509,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,72,2,17.27,clear sky
510,Chernyshevskiy,RU,63.0128,112.4714,-5.03,91,100,10.96,overcast clouds
511,Point Fortin,TT,10.1833,-61.6833,77.02,84,18,10.8,few clouds
512,Rincon,US,32.296,-81.2354,62.13,100,40,4.61,scattered clouds
513,Ixtapa,MX,20.7,-105.2,71.42,84,79,2.64,broken clouds
514,Saldanha,ZA,-33.0117,17.9442,60.85,94,100,6.17,light rain
515,North Bend,US,43.4065,-124.2243,53.92,88,90,6.91,overcast clouds
516,Saint-Joseph,RE,-21.3667,55.6167,81.21,76,27,7.76,scattered clouds
517,Bubaque,GW,11.2833,-15.8333,80.29,76,18,12.41,few clouds
518,Pilar,BR,-9.5972,-35.9567,78.73,94,81,4.23,broken clouds
519,Grand Gaube,MU,-20.0064,57.6608,82.38,67,7,8.01,clear sky
520,Ust-Kulom,RU,61.6864,53.6902,5.52,94,100,8.41,light snow
521,Wajima,JP,37.4,136.9,41.68,60,75,5.75,broken clouds
522,Alihe,CN,50.5667,123.7167,23.18,72,100,1.92,overcast clouds
523,Bitkine,TD,11.9801,18.2138,72.54,23,98,6.42,overcast clouds
524,Ayagoz,KZ,47.9714,80.4392,21.78,92,100,7.72,overcast clouds
525,Broome,US,42.2506,-75.833,35.38,66,90,3.0,overcast clouds
526,Cayenne,GF,4.9333,-52.3333,76.08,92,90,0.0,mist
527,Mildura,AU,-34.2,142.15,77.07,27,82,6.91,broken clouds
528,Darnah,LY,32.767,22.6367,62.53,67,87,29.26,overcast clouds
529,Murwara,IN,23.85,80.4,70.74,41,2,6.69,clear sky
530,Valdivia,CL,-39.8142,-73.2459,60.89,58,0,3.65,clear sky
531,Saint-Louis,SN,16.3333,-15.0,76.64,15,100,9.26,overcast clouds
532,Nome,US,64.5011,-165.4064,12.27,85,90,20.71,snow
533,Atar,MR,20.5169,-13.0499,68.76,16,91,8.61,overcast clouds
534,Svetlaya,RU,46.5389,138.3297,25.41,61,29,6.71,scattered clouds
535,Monte Alegre De Sergipe,BR,-10.0272,-37.5622,74.46,88,99,6.46,light rain
536,Nelson Bay,AU,-32.7167,152.15,71.1,61,100,4.0,overcast clouds
537,High Level,CA,58.5169,-117.136,-18.29,83,90,0.0,overcast clouds
538,Troitsko-Pechorsk,RU,62.7084,56.1964,1.62,95,100,9.86,light snow
539,Prado,BR,-17.3411,-39.2208,71.91,91,6,3.09,light rain
540,Desnogorsk,RU,54.1508,33.2815,27.64,91,100,6.51,overcast clouds
541,Maamba,ZM,-17.3667,27.15,78.37,39,60,2.68,broken clouds
542,Tres Arroyos,AR,-38.3739,-60.2798,51.15,93,100,5.7,overcast clouds
543,Barranco,PA,9.5167,-82.7,73.8,90,100,3.38,overcast clouds
544,Prince Rupert,CA,54.3161,-130.3201,35.29,82,40,5.75,scattered clouds
545,Boyuibe,BO,-20.4167,-63.2833,67.3,98,99,7.49,moderate rain
546,Palmerston,AU,-12.486,130.9833,98.04,59,75,9.22,broken clouds
547,Varberg,SE,57.1056,12.2508,30.33,88,85,17.52,overcast clouds
548,Ormara,PK,25.2088,64.6357,73.49,66,0,5.28,clear sky
549,Port-Gentil,GA,-0.7193,8.7815,79.95,84,100,9.28,light rain
550,Ossora,RU,59.2353,163.0719,22.75,84,100,13.35,light snow
551,Wanaka,NZ,-44.7,169.15,68.11,52,53,1.99,broken clouds
552,Teguise,ES,29.0605,-13.564,57.42,72,0,11.5,clear sky
553,Mangrol,IN,21.1167,70.1167,77.2,56,5,9.8,clear sky
554,Bhatkal,IN,13.9667,74.5667,80.82,73,4,3.36,clear sky
555,Inhambane,MZ,-23.865,35.3833,79.16,82,0,8.93,clear sky
556,Contamana,PE,-7.3333,-75.0167,73.29,96,87,2.95,overcast clouds
557,Novyy Urengoy,RU,66.0833,76.6333,-30.26,100,12,2.26,few clouds
558,Biak,ID,-0.9131,122.8766,78.66,82,100,2.51,light rain
559,Mozarlandia,BR,-14.7447,-50.5706,72.99,93,86,4.68,light rain
560,Catuday,PH,16.2923,119.8062,79.83,54,65,7.36,broken clouds
561,Portland,US,45.5234,-122.6762,53.47,94,90,1.01,light rain
562,Puerto Ayacucho,VE,5.6639,-67.6236,75.45,87,87,2.55,overcast clouds
563,Oyem,GA,1.5995,11.5793,69.3,96,100,1.25,overcast clouds
564,Totness,SR,5.8833,-56.3167,76.64,90,58,8.16,moderate rain
565,Annau,TM,37.8876,58.516,36.9,100,90,6.91,fog
566,Mayumba,GA,-3.432,10.6554,77.09,92,100,7.52,overcast clouds
567,Huittinen,FI,61.1833,22.7,2.41,84,67,7.99,broken clouds
568,Shenjiamen,CN,29.9576,122.298,58.26,53,100,5.03,overcast clouds
569,Kochubey,RU,44.3861,46.5825,43.11,91,68,7.07,broken clouds
570,Pafos,CY,34.7667,32.4167,64.31,59,97,12.66,light rain
571,La Cruz,MX,23.9167,-106.9,67.46,86,45,8.05,scattered clouds
572,Teahupoo,PF,-17.8333,-149.2667,76.53,73,29,13.56,scattered clouds
573,Kolokani,ML,13.5728,-8.0339,68.86,18,95,10.38,overcast clouds
574,Huangzhai,CN,38.0751,112.6595,37.81,18,0,4.05,clear sky
575,Henties Bay,NA,-22.116,14.2845,57.85,88,0,7.43,clear sky
576,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,68.25,97,81,1.86,broken clouds
577,Lakota,CI,5.8528,-5.6883,71.69,99,70,1.95,broken clouds
578,Pogar,RU,52.554,33.2591,26.69,94,100,6.35,overcast clouds
579,Saint-Francois,FR,46.4154,3.9054,38.68,85,90,3.44,overcast clouds
580,Gabu,GW,12.2833,-14.2167,70.92,92,91,4.32,overcast clouds
581,Ketchikan,US,55.3422,-131.6461,30.67,86,90,5.75,overcast clouds
582,Kalabo,ZM,-14.97,22.6814,68.16,87,86,2.13,overcast clouds
583,Maldonado,UY,-34.6667,-54.9167,63.79,95,84,5.32,broken clouds
584,Svetlyy,RU,54.675,20.1347,32.05,91,100,4.41,overcast clouds
585,Tarko-Sale,RU,64.9225,77.785,-24.48,99,97,4.79,overcast clouds
586,Coquimbo,CL,-29.9533,-71.3436,58.73,88,90,5.75,overcast clouds
587,Koster,ZA,-25.863,26.8976,57.34,91,100,13.53,light rain
588,Turochak,RU,52.2576,87.1224,22.78,98,100,2.68,overcast clouds
589,Reinosa,ES,42.9996,-4.138,41.22,99,100,5.5,overcast clouds
590,Tabou,CI,4.423,-7.3528,78.98,84,59,5.08,broken clouds
591,Farah,AF,32.5,62.5,47.95,51,0,2.37,clear sky
592,Krasnoselkup,RU,65.7,82.4667,-37.88,100,26,2.77,scattered clouds
593,Timmins,CA,48.4669,-81.3331,8.42,85,90,4.61,light snow
594,Faya,SA,18.3851,42.4509,45.12,41,0,2.15,clear sky
595,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,85,41,1.34,scattered clouds
596,Finschhafen,PG,-6.6024,147.8681,84.45,71,100,3.67,overcast clouds
597,Umea,SE,63.8284,20.2597,17.53,67,90,10.36,overcast clouds
598,Armidale,AU,-30.5167,151.65,58.8,79,85,12.26,overcast clouds
599,Yichun,CN,47.7,128.9,29.79,62,32,6.78,scattered clouds
600,Lipin Bor,RU,60.2622,37.9763,-5.1,98,11,6.29,few clouds
601,Sovetskiy,RU,61.3614,63.5842,-0.02,95,100,7.76,overcast clouds
602,Collie,AU,-33.3667,116.15,83.98,19,71,5.77,broken clouds
603,Elizabethtown,US,37.694,-85.8591,44.74,56,1,8.05,clear sky
604,Kuvshinovo,RU,57.0295,34.1725,17.76,95,100,4.29,light snow
605,Yidu,CN,24.1614,115.1328,66.65,28,61,4.36,broken clouds
606,Guarapari,BR,-20.6667,-40.4975,73.29,88,0,3.36,clear sky
607,Bharatpur,IN,27.2167,77.4833,69.55,52,1,4.81,clear sky
608,Barra Do Garcas,BR,-15.89,-52.2567,74.32,87,70,2.01,broken clouds
609,Markova,UA,48.6758,24.4138,24.31,85,100,4.38,overcast clouds
610,Sfantu Gheorghe,RO,45.8667,25.7833,27.93,91,100,1.77,overcast clouds
611,Farsund,NO,58.0948,6.8047,30.06,69,93,30.49,overcast clouds
612,Diego De Almagro,CL,-26.3667,-70.05,64.54,29,17,1.43,few clouds
613,Pisco,PE,-13.7,-76.2167,65.01,88,0,9.22,clear sky
614,Codajas,BR,-3.8367,-62.0569,72.79,98,61,2.66,broken clouds
615,Galle,LK,6.0367,80.217,82.78,74,48,3.91,scattered clouds
616,Lokomotivnyy,RU,53.0118,60.5684,26.58,80,89,16.2,overcast clouds
617,Krasne,UA,49.9145,24.6134,29.55,82,97,5.17,overcast clouds
618,Rawson,AR,-43.3002,-65.1023,68.27,43,0,24.63,clear sky
619,Avera,US,33.194,-82.5271,57.7,87,50,3.76,scattered clouds
620,Mao,ES,39.8885,4.2658,52.36,87,40,4.61,scattered clouds
621,Castelo Do Piaui,BR,-5.3222,-41.5525,73.26,90,96,3.06,overcast clouds
622,Tayoltita,MX,24.0833,-105.9333,61.54,55,74,5.57,broken clouds
623,Santa Maria Del Oro,MX,25.9333,-105.3667,59.72,37,100,0.04,overcast clouds
624,Hailey,US,43.5196,-114.3153,22.05,48,14,8.3,few clouds
625,Wexford,IE,52.3342,-6.4575,41.22,78,1,21.03,clear sky
626,Georgiyevka,KZ,43.0369,74.7114,35.64,100,90,4.47,mist
627,Geraldton,AU,-28.7667,114.6,88.21,33,0,18.41,clear sky
628,Brae,GB,60.3964,-1.353,39.11,68,95,24.67,overcast clouds
629,Casian,PH,11.035,119.7136,81.21,71,78,28.83,broken clouds
630,Nyrob,RU,60.733,56.7202,22.24,97,100,5.08,light snow
631,Suna,RU,57.8338,50.0588,12.38,87,94,11.34,overcast clouds
632,Poopo,BO,-18.3667,-66.9667,49.01,67,65,6.87,broken clouds
633,Hualmay,PE,-11.0964,-77.6139,66.43,86,100,7.94,overcast clouds
634,Iwaki,JP,37.05,140.8833,49.01,45,2,5.01,clear sky
635,Miri,MY,4.4148,114.0089,87.94,74,40,3.44,scattered clouds
636,Bhadrachalam,IN,17.6667,80.8833,77.05,72,55,5.41,broken clouds
637,Molina,CL,-35.1167,-71.2833,67.73,49,0,2.3,clear sky
638,Kurilsk,RU,45.2333,147.8833,33.03,53,95,20.29,overcast clouds
639,Worland,US,44.0169,-107.9554,54.75,34,98,1.88,overcast clouds
640,Zhenjiang,CN,32.2092,119.4342,60.8,48,78,3.0,broken clouds
641,Gwadar,PK,25.1216,62.3254,73.62,66,0,8.19,clear sky
642,Akdagmadeni,TR,39.6603,35.8836,36.45,67,93,4.41,overcast clouds
643,Piacabucu,BR,-10.4056,-36.4344,77.95,86,96,8.66,overcast clouds
644,Taoudenni,ML,22.6783,-3.9836,54.01,25,5,11.07,clear sky
645,Talitsy,RU,56.5289,42.3344,19.33,89,97,3.76,overcast clouds
646,Luziania,BR,-16.2525,-47.9503,73.09,93,12,4.21,few clouds
647,Porto Walter,BR,-8.2686,-72.7439,72.45,98,100,3.02,overcast clouds
648,Andros Town,BS,24.7,-77.7667,73.36,66,37,13.04,scattered clouds
649,Mnogovershinnyy,RU,53.9353,139.9242,1.35,85,65,7.9,broken clouds
650,West Bay,KY,19.3667,-81.4167,80.67,83,40,1.99,scattered clouds
651,Calvia,ES,39.5657,2.5062,57.92,59,17,21.68,few clouds
652,Belmonte,BR,-15.8631,-38.8828,77.5,90,71,3.24,broken clouds
653,Myrtle Beach,US,33.6891,-78.8867,55.44,94,1,0.0,clear sky
654,Pochutla,MX,15.7432,-96.4661,76.82,65,0,3.36,clear sky
655,Sonoita,MX,31.85,-112.8333,64.53,27,2,3.94,clear sky
656,Tevaitoa,PF,-16.7833,-151.5,81.03,67,61,11.95,broken clouds
657,Lowestoft,GB,52.4752,1.7516,39.45,93,93,13.65,overcast clouds
658,Gempol,ID,-7.1827,111.6137,85.03,70,97,10.07,overcast clouds
659,Sechura,PE,-5.5569,-80.8222,68.4,75,100,11.99,overcast clouds
660,Menongue,AO,-14.6585,17.691,63.36,94,100,3.91,overcast clouds
661,Guerrero Negro,MX,27.9769,-114.0611,61.84,84,40,14.47,scattered clouds
662,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.12,98,100,6.71,overcast clouds
663,Tianpeng,CN,30.9866,103.9393,54.07,50,14,3.96,few clouds
664,Barstow,US,34.8986,-117.0228,59.54,32,0,3.38,clear sky
665,Tobermory,CA,45.2501,-81.6665,26.31,54,100,28.45,overcast clouds
666,Berezovyy,RU,51.6667,135.7,13.42,80,100,2.13,overcast clouds
667,Ouadda,CF,8.0777,22.4007,71.62,36,38,4.79,scattered clouds
668,Dukat,RU,62.55,155.55,-34.4,98,13,5.1,few clouds
669,Tahe,CN,52.3333,124.7333,11.1,82,100,3.13,overcast clouds
670,Beberibe,BR,-4.1797,-38.1306,82.44,83,93,12.15,overcast clouds
671,Qaqortoq,GL,60.7167,-46.0333,31.41,99,100,17.47,snow
672,Douentza,ML,14.9951,-2.9517,68.99,18,100,4.32,overcast clouds
673,Piranshahr,IR,36.701,45.1413,37.0,35,62,5.64,broken clouds
674,Mora,CM,11.0461,14.1401,70.25,35,98,1.97,overcast clouds
675,Doha,QA,25.2867,51.5333,64.38,68,0,4.61,clear sky
676,Sturgeon Bay,US,44.8342,-87.377,32.36,43,75,13.8,broken clouds
677,Terney,RU,45.0503,136.6092,27.41,53,7,7.0,clear sky
678,Pucallpa,PE,-8.3791,-74.5539,78.84,100,75,3.44,broken clouds
679,Dickinson,US,29.4608,-95.0513,71.2,93,40,1.01,scattered clouds
680,Cairns,AU,-16.9167,145.7667,98.06,46,7,16.11,clear sky
681,Lat Yao,TH,15.751,99.7893,74.71,60,100,1.68,overcast clouds
682,Seymchan,RU,62.8833,152.4333,-43.04,100,87,0.36,overcast clouds
683,Vawkavysk,BY,53.1561,24.4513,29.89,86,78,4.72,broken clouds
684,Balti,MD,47.7617,27.9289,32.65,65,70,6.76,broken clouds
685,Haapiti,PF,-17.5667,-149.8667,81.72,68,39,12.5,scattered clouds
686,Quang Ngai,VN,15.1167,108.8,67.87,83,100,10.56,overcast clouds
687,Corrente,BR,-3.7367,-43.3394,72.88,98,100,0.63,overcast clouds
688,Dauriya,RU,49.9333,116.8667,23.94,76,9,18.43,clear sky
689,Tamahu,GT,15.3333,-90.1667,57.88,100,98,1.19,overcast clouds
690,Kiunga,PG,-6.1219,141.2906,80.73,92,97,3.49,light rain
691,Mahibadhoo,MV,3.7833,72.9667,83.05,72,24,11.95,few clouds
692,Luis Moya,MX,22.4324,-102.2486,57.99,41,47,4.56,scattered clouds
693,Batemans Bay,AU,-35.7167,150.1833,64.2,56,100,6.78,overcast clouds
694,Gigmoto,PH,13.7796,124.39,80.35,67,68,16.71,broken clouds
695,Limoux,FR,42.9167,2.1667,42.13,67,74,11.7,light rain
696,Bestobe,KZ,52.4994,73.0975,25.84,87,98,12.39,overcast clouds
697,Deputatskiy,RU,69.3,139.9,-34.01,93,99,2.44,overcast clouds
698,Praia,CV,14.9215,-23.5087,72.14,83,75,10.36,broken clouds
699,Martapura,ID,-3.4167,114.85,80.69,94,40,4.61,light rain
700,Owando,CG,-0.4819,15.8999,72.3,95,100,0.51,overcast clouds
701,Panzhihua,CN,26.5851,101.7128,57.18,78,98,0.72,overcast clouds
702,Strezhevoy,RU,60.7333,77.5889,6.78,95,100,10.25,snow
